val_loss,val_acc,epoch,step,loss,acc
0.4471117854118347,0.862500011920929,0,9,,
0.304085373878479,0.893750011920929,1,19,,
0.25119704008102417,0.9125000238418579,2,29,,
0.2211337387561798,0.918749988079071,3,39,,
,,4,49,0.209428071975708,0.890625
0.20587249100208282,0.925000011920929,4,49,,
0.19255748391151428,0.918749988079071,5,59,,
0.18175800144672394,0.925000011920929,6,69,,
0.18085595965385437,0.9375,7,79,,
0.17855677008628845,0.9125000238418579,8,89,,
,,9,99,0.1662193238735199,0.9375
0.1778159886598587,0.9375,9,99,,
0.17147977650165558,0.925000011920929,10,109,,
0.17495568096637726,0.9437500238418579,11,119,,
0.17357070744037628,0.918749988079071,12,129,,
0.1670030802488327,0.9437500238418579,13,139,,
,,14,149,0.06860664486885071,1.0
0.1623717099428177,0.9375,14,149,,
0.156386137008667,0.9312499761581421,15,159,,
0.1568065583705902,0.9375,16,169,,
0.1571144163608551,0.9312499761581421,17,179,,
0.15358522534370422,0.9312499761581421,18,189,,
,,19,199,0.055377960205078125,1.0
0.153683140873909,0.9375,19,199,,
