val_loss,val_acc,epoch,step
0.6968901753425598,0.0,0,0
0.6475857496261597,1.0,1,1
0.60089510679245,1.0,2,2
0.562650740146637,1.0,3,3
0.5267652273178101,1.0,4,4
0.4922536015510559,1.0,5,5
0.45937538146972656,1.0,6,6
0.42759963870048523,1.0,7,7
0.3970862627029419,1.0,8,8
0.36798056960105896,1.0,9,9
