val_loss,val_acc,epoch,step,acc
0.5487281084060669,0.949999988079071,0,6,
0.3970188498497009,0.949999988079071,1,13,
0.27959689497947693,0.949999988079071,2,20,
0.22053317725658417,0.949999988079071,3,27,
0.1745646446943283,0.949999988079071,4,34,
0.14662298560142517,0.949999988079071,5,41,
0.12147897481918335,0.9750000238418579,6,48,
,,7,49,1.0
0.11133770644664764,0.9750000238418579,7,55,
0.11224617809057236,0.9750000238418579,8,62,
0.09440676867961884,0.9750000238418579,9,69,
