val_loss,val_acc,epoch,step,loss,acc
0.31234249472618103,0.875,0,25,,
,,1,49,0.17426998913288116,0.9199999570846558
0.22443898022174835,0.918749988079071,1,51,,
0.20258991420269012,0.918749988079071,2,77,,
,,3,99,0.10918321460485458,0.9599999785423279
0.18653687834739685,0.925000011920929,3,103,,
0.17301544547080994,0.918749988079071,4,129,,
,,5,149,0.11820201575756073,0.9599999785423279
0.1627083122730255,0.9312499761581421,5,155,,
0.16156014800071716,0.9375,6,181,,
,,7,199,0.09034476429224014,1.0
0.16412299871444702,0.925000011920929,7,207,,
0.16616883873939514,0.925000011920929,8,233,,
,,9,249,0.08144992589950562,1.0
0.15197964012622833,0.9312499761581421,9,259,,
